CBSA Code,Metro Division Code,CSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,Metropolitan Division Title,CSA Title,County/County Equivalent,State Name,FIPS State Code,FIPS County Code,Central/Outlying County,Lat,Lng
10100,,,"Aberdeen, SD",Micropolitan Statistical Area,,,Brown County,South Dakota,46,013,Central,45.7581522,-98.2542652
10100,,,"Aberdeen, SD",Micropolitan Statistical Area,,,Edmunds County,South Dakota,46,045,Outlying,45.458626,-99.181873
10140,,,"Aberdeen, WA",Micropolitan Statistical Area,,,Grays Harbor County,Washington,53,027,Central,46.9953526,-123.7012468
10180,,,"Abilene, TX",Metropolitan Statistical Area,,,Callahan County,Texas,48,059,Outlying,32.2728116,-99.456155
10180,,,"Abilene, TX",Metropolitan Statistical Area,,,Jones County,Texas,48,253,Outlying,32.7833435,-99.8124935
10180,,,"Abilene, TX",Metropolitan Statistical Area,,,Taylor County,Texas,48,441,Central,32.2455088,-99.8124935
10220,,,"Ada, OK",Micropolitan Statistical Area,,,Pontotoc County,Oklahoma,40,123,Central,34.7685043,-96.663812
10260,,434,"Adjuntas, PR",Micropolitan Statistical Area,,"Ponce-Coamo-Santa Isabel, PR",Adjuntas Municipio,Puerto Rico,72,001,Central,18.1627363,-66.7221187
10300,,220,"Adrian, MI",Micropolitan Statistical Area,,"Detroit-Warren-Ann Arbor, MI",Lenawee County,Michigan,26,091,Central,41.8433859,-84.0167423
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Aguada Municipio,Puerto Rico,72,003,Central,18.3793913,-67.1882365
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Aguadilla Municipio,Puerto Rico,72,005,Central,18.4274454,-67.1540698
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Añasco Municipio,Puerto Rico,72,011,Central,18.283056,-67.141389
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Isabela Municipio,Puerto Rico,72,071,Central,18.5007759,-67.0243462
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Lares Municipio,Puerto Rico,72,081,Central,18.2946746,-66.8771211
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Moca Municipio,Puerto Rico,72,099,Central,18.3946688,-67.1132356
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Rincón Municipio,Puerto Rico,72,117,Central,18.3402164,-67.2500174
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,San Sebastián Municipio,Puerto Rico,72,131,Central,18.336944,-66.99
10380,,,"Aguadilla-Isabela, PR",Metropolitan Statistical Area,,,Utuado Municipio,Puerto Rico,72,141,Central,18.2655095,-66.7004519
10420,,184,"Akron, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Portage County,Ohio,39,133,Central,41.1887572,-81.2518833
10420,,184,"Akron, OH",Metropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Summit County,Ohio,39,153,Central,41.0918991,-81.5596427
10460,,,"Alamogordo, NM",Micropolitan Statistical Area,,,Otero County,New Mexico,35,035,Central,32.6341716,-105.5943388
10500,,,"Albany, GA",Metropolitan Statistical Area,,,Baker County,Georgia,13,007,Outlying,31.2816037,-84.4802606
10500,,,"Albany, GA",Metropolitan Statistical Area,,,Dougherty County,Georgia,13,095,Central,31.5439375,-84.2278796
10500,,,"Albany, GA",Metropolitan Statistical Area,,,Lee County,Georgia,13,177,Central,31.8128435,-84.1435136
10500,,,"Albany, GA",Metropolitan Statistical Area,,,Terrell County,Georgia,13,273,Outlying,31.7370079,-84.4802606
10500,,,"Albany, GA",Metropolitan Statistical Area,,,Worth County,Georgia,13,321,Outlying,31.5282489,-83.8897057
10540,,440,"Albany, OR",Metropolitan Statistical Area,,"Portland-Vancouver-Salem, OR-WA",Linn County,Oregon,41,043,Central,44.4099768,-122.53401
10580,,104,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Albany County,New York,36,001,Central,42.6525793,-73.7562317
10580,,104,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Rensselaer County,New York,36,083,Central,42.673664,-73.5594128
10580,,104,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Saratoga County,New York,36,091,Central,43.0324245,-73.9359821
10580,,104,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Schenectady County,New York,36,093,Central,42.8493445,-73.9830029
10580,,104,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,,"Albany-Schenectady, NY",Schoharie County,New York,36,095,Outlying,42.6550335,-74.4994517
10620,,172,"Albemarle, NC",Micropolitan Statistical Area,,"Charlotte-Concord, NC-SC",Stanly County,North Carolina,37,167,Central,35.3014554,-80.2321313
10660,,,"Albert Lea, MN",Micropolitan Statistical Area,,,Freeborn County,Minnesota,27,047,Central,43.6656285,-93.3388917
10700,,290,"Albertville, AL",Micropolitan Statistical Area,,"Huntsville-Decatur-Albertville, AL",Marshall County,Alabama,01,095,Central,34.3652297,-86.3376761
10740,,106,"Albuquerque, NM",Metropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Bernalillo County,New Mexico,35,001,Central,35.0177854,-106.6291304
10740,,106,"Albuquerque, NM",Metropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Sandoval County,New Mexico,35,043,Central,35.6020667,-106.7234639
10740,,106,"Albuquerque, NM",Metropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Torrance County,New Mexico,35,057,Outlying,34.6784317,-105.9699878
10740,,106,"Albuquerque, NM",Metropolitan Statistical Area,,"Albuquerque-Santa Fe-Las Vegas, NM",Valencia County,New Mexico,35,061,Outlying,34.6743674,-106.6291304
10780,,,"Alexandria, LA",Metropolitan Statistical Area,,,Grant Parish,Louisiana,22,043,Outlying,31.6943716,-92.539603
10780,,,"Alexandria, LA",Metropolitan Statistical Area,,,Rapides Parish,Louisiana,22,079,Central,31.1461104,-92.539603
10820,,,"Alexandria, MN",Micropolitan Statistical Area,,,Douglas County,Minnesota,27,041,Central,45.9279387,-95.4218815
10860,,204,"Alice, TX",Micropolitan Statistical Area,,"Corpus Christi-Kingsville-Alice, TX",Jim Wells County,Texas,48,249,Central,27.7841718,-98.0465185
10900,,408,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,,"New York-Newark, NY-NJ-CT-PA",Warren County,New Jersey,34,041,Central,40.8841854,-74.9208772
10900,,408,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,,"New York-Newark, NY-NJ-CT-PA",Carbon County,Pennsylvania,42,025,Central,40.901975,-75.667356
10900,,408,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,,"New York-Newark, NY-NJ-CT-PA",Lehigh County,Pennsylvania,42,077,Central,40.6519679,-75.5742467
10900,,408,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,,"New York-Newark, NY-NJ-CT-PA",Northampton County,Pennsylvania,42,095,Central,40.7749283,-75.294569
10940,,394,"Alma, MI",Micropolitan Statistical Area,,"Mount Pleasant-Alma, MI",Gratiot County,Michigan,26,057,Central,43.2836505,-84.6897495
10980,,,"Alpena, MI",Micropolitan Statistical Area,,,Alpena County,Michigan,26,007,Central,45.0317209,-83.5405412
11020,,,"Altoona, PA",Metropolitan Statistical Area,,,Blair County,Pennsylvania,42,013,Central,40.4531318,-78.3842227
11060,,,"Altus, OK",Micropolitan Statistical Area,,,Jackson County,Oklahoma,40,065,Central,34.5834576,-99.456155
11100,,108,"Amarillo, TX",Metropolitan Statistical Area,,"Amarillo-Borger, TX",Armstrong County,Texas,48,011,Outlying,34.937162,-101.4339148
11100,,108,"Amarillo, TX",Metropolitan Statistical Area,,"Amarillo-Borger, TX",Carson County,Texas,48,065,Outlying,35.4578717,-101.4339148
11100,,108,"Amarillo, TX",Metropolitan Statistical Area,,"Amarillo-Borger, TX",Oldham County,Texas,48,359,Outlying,35.4247226,-102.6216211
11100,,108,"Amarillo, TX",Metropolitan Statistical Area,,"Amarillo-Borger, TX",Potter County,Texas,48,375,Central,35.404373,-101.9804613
11100,,108,"Amarillo, TX",Metropolitan Statistical Area,,"Amarillo-Borger, TX",Randall County,Texas,48,381,Central,34.9020377,-101.7979613
11140,,,"Americus, GA",Micropolitan Statistical Area,,,Schley County,Georgia,13,249,Outlying,32.2736136,-84.3121264
11140,,,"Americus, GA",Micropolitan Statistical Area,,,Sumter County,Georgia,13,261,Central,31.9981596,-84.2278796
11180,,218,"Ames, IA",Metropolitan Statistical Area,,"Des Moines-Ames-West Des Moines, IA",Story County,Iowa,19,169,Central,42.1040438,-93.5003454
11220,,104,"Amsterdam, NY",Micropolitan Statistical Area,,"Albany-Schenectady, NY",Montgomery County,New York,36,057,Central,42.915521,-74.4525627
11260,,,"Anchorage, AK",Metropolitan Statistical Area,,,Anchorage Municipality,Alaska,02,020,Central,61.1325886,-149.3714514
11260,,,"Anchorage, AK",Metropolitan Statistical Area,,,Matanuska-Susitna Borough,Alaska,02,170,Outlying,62.2599347,-150.1729153
11380,,,"Andrews, TX",Micropolitan Statistical Area,,,Andrews County,Texas,48,003,Central,32.342627,-102.7135121
11420,,258,"Angola, IN",Micropolitan Statistical Area,,"Fort Wayne-Huntington-Auburn, IN",Steuben County,Indiana,18,151,Central,41.6115471,-84.981754
11460,,220,"Ann Arbor, MI",Metropolitan Statistical Area,,"Detroit-Warren-Ann Arbor, MI",Washtenaw County,Michigan,26,161,Central,42.3076493,-83.8473015
11500,,,"Anniston-Oxford-Jacksonville, AL",Metropolitan Statistical Area,,,Calhoun County,Alabama,01,015,Central,33.7701576,-85.80766
11540,,118,"Appleton, WI",Metropolitan Statistical Area,,"Appleton-Oshkosh-Neenah, WI",Calumet County,Wisconsin,55,015,Central,44.1586082,-88.2461183
11540,,118,"Appleton, WI",Metropolitan Statistical Area,,"Appleton-Oshkosh-Neenah, WI",Outagamie County,Wisconsin,55,087,Central,44.4636545,-88.4016041
11580,,412,"Arcadia, FL",Micropolitan Statistical Area,,"North Port-Sarasota, FL",DeSoto County,Florida,12,027,Central,27.2142078,-81.7787021
11620,,,"Ardmore, OK",Micropolitan Statistical Area,,,Carter County,Oklahoma,40,019,Central,34.1996254,-97.3516558
11640,,490,"Arecibo, PR",Metropolitan Statistical Area,,"San Juan-Carolina, PR",Arecibo Municipio,Puerto Rico,72,013,Central,18.472445,-66.7157306
11640,,490,"Arecibo, PR",Metropolitan Statistical Area,,"San Juan-Carolina, PR",Camuy Municipio,Puerto Rico,72,027,Central,18.483833,-66.8448994
11640,,490,"Arecibo, PR",Metropolitan Statistical Area,,"San Juan-Carolina, PR",Hatillo Municipio,Puerto Rico,72,065,Central,18.4863331,-66.8254545
11640,,490,"Arecibo, PR",Metropolitan Statistical Area,,"San Juan-Carolina, PR",Quebradillas Municipio,Puerto Rico,72,115,Central,18.473833,-66.938512
11660,,,"Arkadelphia, AR",Micropolitan Statistical Area,,,Clark County,Arkansas,05,019,Central,34.0232374,-93.1779659
11680,,556,"Arkansas City-Winfield, KS",Micropolitan Statistical Area,,"Wichita-Arkansas City-Winfield, KS",Cowley County,Kansas,20,035,Central,37.2660235,-96.9209135
11700,,120,"Asheville, NC",Metropolitan Statistical Area,,"Asheville-Brevard, NC",Buncombe County,North Carolina,37,021,Central,35.5931377,-82.4752757
11700,,120,"Asheville, NC",Metropolitan Statistical Area,,"Asheville-Brevard, NC",Haywood County,North Carolina,37,087,Central,35.624394,-82.9931607
11700,,120,"Asheville, NC",Metropolitan Statistical Area,,"Asheville-Brevard, NC",Henderson County,North Carolina,37,089,Central,35.3725873,-82.4319405
11700,,120,"Asheville, NC",Metropolitan Statistical Area,,"Asheville-Brevard, NC",Madison County,North Carolina,37,115,Outlying,35.8237518,-82.6915429
11740,,360,"Ashland, OH",Micropolitan Statistical Area,,"Mansfield-Ashland-Bucyrus, OH",Ashland County,Ohio,39,005,Central,40.9435588,-82.3017728
11780,,184,"Ashtabula, OH",Micropolitan Statistical Area,,"Cleveland-Akron-Canton, OH",Ashtabula County,Ohio,39,007,Central,41.9396982,-80.7214417
11820,,,"Astoria, OR",Micropolitan Statistical Area,,,Clatsop County,Oregon,41,007,Central,46.0210796,-123.7653042
11860,,312,"Atchison, KS",Micropolitan Statistical Area,,"Kansas City-Overland Park-Kansas City, MO-KS",Atchison County,Kansas,20,005,Central,39.5701137,-95.3520876
11900,,,"Athens, OH",Micropolitan Statistical Area,,,Athens County,Ohio,39,009,Central,39.3030308,-82.12784
11940,,174,"Athens, TN",Micropolitan Statistical Area,,"Chattanooga-Cleveland-Dalton, TN-GA-AL",McMinn County,Tennessee,47,107,Central,35.4037048,-84.6479124
11980,,206,"Athens, TX",Micropolitan Statistical Area,,"Dallas-Fort Worth, TX-OK",Henderson County,Texas,48,213,Central,32.1321367,-95.8142885
12020,,122,"Athens-Clarke County, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Clarke County,Georgia,13,059,Central,33.9519347,-83.357567
12020,,122,"Athens-Clarke County, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Madison County,Georgia,13,195,Outlying,34.0990245,-83.2077645
12020,,122,"Athens-Clarke County, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Oconee County,Georgia,13,219,Central,33.8231988,-83.4430118
12020,,122,"Athens-Clarke County, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Oglethorpe County,Georgia,13,221,Outlying,33.9119731,-83.0361376
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Barrow County,Georgia,13,013,Outlying,34.0142667,-83.6986568
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Bartow County,Georgia,13,015,Outlying,34.2660473,-84.8150781
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Butts County,Georgia,13,035,Outlying,33.2691443,-83.9532571
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Carroll County,Georgia,13,045,Outlying,33.5642239,-85.0649071
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Cherokee County,Georgia,13,057,Central,34.2514526,-84.4802606
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Clayton County,Georgia,13,063,Central,33.5571944,-84.375233
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Cobb County,Georgia,13,067,Central,33.8999297,-84.564147
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Coweta County,Georgia,13,077,Central,33.3716708,-84.7315563
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Dawson County,Georgia,13,085,Outlying,34.412912,-84.1435136
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",DeKalb County,Georgia,13,089,Central,33.7956441,-84.2278796
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Douglas County,Georgia,13,097,Central,33.7290225,-84.7315563
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Fayette County,Georgia,13,113,Central,33.4502206,-84.4802606
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Forsyth County,Georgia,13,117,Central,34.2358502,-84.1435136
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Fulton County,Georgia,13,121,Central,33.8033965,-84.3962535
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Gwinnett County,Georgia,13,135,Central,33.9190653,-84.0167423
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Haralson County,Georgia,13,143,Outlying,33.8021715,-85.1900684
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Heard County,Georgia,13,149,Outlying,33.2990406,-85.1479364
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Henry County,Georgia,13,151,Central,33.4347963,-84.1435136
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Jasper County,Georgia,13,159,Outlying,33.3246924,-83.7199136
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Lamar County,Georgia,13,171,Outlying,33.0765883,-84.1435136
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Meriwether County,Georgia,13,199,Outlying,33.0561282,-84.6897495
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Morgan County,Georgia,13,211,Outlying,33.5794186,-83.4643551
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Newton County,Georgia,13,217,Central,33.5544296,-83.8473015
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Paulding County,Georgia,13,223,Central,33.9142037,-84.8984775
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Pickens County,Georgia,13,227,Outlying,34.4497166,-84.4592701
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Pike County,Georgia,13,231,Outlying,33.0881873,-84.3962535
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Rockdale County,Georgia,13,247,Central,33.6752492,-84.0378894
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Spalding County,Georgia,13,255,Central,33.2636732,-84.3121264
12060,,122,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area,,"Atlanta--Athens-Clarke County--Sandy Springs, GA",Walton County,Georgia,13,297,Central,33.7708613,-83.7199136
12100,,428,"Atlantic City-Hammonton, NJ",Metropolitan Statistical Area,,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Atlantic County,New Jersey,34,001,Central,39.5333379,-74.6868815
12140,,258,"Auburn, IN",Micropolitan Statistical Area,,"Fort Wayne-Huntington-Auburn, IN",DeKalb County,Indiana,18,033,Central,41.4138928,-85.023346
12180,,532,"Auburn, NY",Micropolitan Statistical Area,,"Syracuse-Auburn, NY",Cayuga County,New York,36,011,Central,42.7655231,-76.5488232
12220,,194,"Auburn-Opelika, AL",Metropolitan Statistical Area,,"Columbus-Auburn-Opelika, GA-AL",Lee County,Alabama,01,081,Central,32.5888702,-85.3962769
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Burke County,Georgia,13,033,Outlying,33.088805,-81.9534815
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Columbia County,Georgia,13,073,Central,33.5098514,-82.2583297
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Lincoln County,Georgia,13,181,Outlying,33.7875101,-82.4319405
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,McDuffie County,Georgia,13,189,Outlying,33.5258626,-82.5185837
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Richmond County,Georgia,13,245,Central,33.3205339,-82.0842901
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Aiken County,South Carolina,45,003,Central,33.6005783,-81.6035062
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,,,Edgefield County,South Carolina,45,037,Outlying,33.8015886,-81.9534815
12300,,,"Augusta-Waterville, ME",Micropolitan Statistical Area,,,Kennebec County,Maine,23,011,Central,44.4499153,-69.7038278
12380,,462,"Austin, MN",Micropolitan Statistical Area,,"Rochester-Austin, MN",Mower County,Minnesota,27,099,Central,43.6824988,-92.6983868
12420,,,"Austin-Round Rock, TX",Metropolitan Statistical Area,,,Bastrop County,Texas,48,021,Outlying,30.0458708,-97.3516558
12420,,,"Austin-Round Rock, TX",Metropolitan Statistical Area,,,Caldwell County,Texas,48,055,Outlying,29.8849106,-97.6699144
12420,,,"Austin-Round Rock, TX",Metropolitan Statistical Area,,,Hays County,Texas,48,209,Central,30.0537607,-98.0028892
12420,,,"Austin-Round Rock, TX",Metropolitan Statistical Area,,,Travis County,Texas,48,453,Central,30.2097015,-97.6982272
12420,,,"Austin-Round Rock, TX",Metropolitan Statistical Area,,,Williamson County,Texas,48,491,Central,30.7591685,-97.6982272
12460,,533,"Bainbridge, GA",Micropolitan Statistical Area,,"Tallahassee-Bainbridge, FL-GA",Decatur County,Georgia,13,087,Central,30.8720058,-84.5222189
12540,,,"Bakersfield, CA",Metropolitan Statistical Area,,,Kern County,California,06,029,Central,35.4937274,-118.8596804
12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Anne Arundel County,Maryland,24,003,Central,38.9530109,-76.5488232
12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Baltimore County,Maryland,24,005,Central,39.4647665,-76.7336521
12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Carroll County,Maryland,24,013,Outlying,39.5423418,-77.0564464
12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Harford County,Maryland,24,025,Outlying,39.5838964,-76.3637285
12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Howard County,Maryland,24,027,Central,39.2873463,-76.964306
12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Queen Anne's County,Maryland,24,035,Central,39.0263572,-76.1319953
12580,,548,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",Baltimore city,Maryland,24,510,Central,39.2903848,-76.6121893
12620,,,"Bangor, ME",Metropolitan Statistical Area,,,Penobscot County,Maine,23,019,Central,45.3230777,-68.5806727
12660,,357,"Baraboo, WI",Micropolitan Statistical Area,,"Madison-Janesville-Beloit, WI",Sauk County,Wisconsin,55,111,Central,43.4066375,-89.9253233
12680,,350,"Bardstown, KY",Micropolitan Statistical Area,,"Louisville/Jefferson County--Elizabethtown--Madison, KY-IN",Nelson County,Kentucky,21,179,Central,37.7647455,-85.4788065
12700,,148,"Barnstable Town, MA",Metropolitan Statistical Area,,"Boston-Worcester-Providence, MA-RI-NH-CT",Barnstable County,Massachusetts,25,001,Central,41.6990958,-70.3209113
12740,,,"Barre, VT",Micropolitan Statistical Area,,,Washington County,Vermont,50,023,Central,44.1986663,-72.6972529
12780,,538,"Bartlesville, OK",Micropolitan Statistical Area,,"Tulsa-Muskogee-Bartlesville, OK",Washington County,Oklahoma,40,147,Central,36.6770984,-95.940971
12820,,384,"Bastrop, LA",Micropolitan Statistical Area,,"Monroe-Ruston-Bastrop, LA",Morehouse Parish,Louisiana,22,067,Central,32.796224,-91.7538817
12860,,464,"Batavia, NY",Micropolitan Statistical Area,,"Rochester-Batavia-Seneca Falls, NY",Genesee County,New York,36,037,Central,42.9837843,-78.1564432
12900,,,"Batesville, AR",Micropolitan Statistical Area,,,Independence County,Arkansas,05,063,Central,35.8174139,-91.5983959
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Ascension Parish,Louisiana,22,005,Central,30.2017295,-90.9438468
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,East Baton Rouge Parish,Louisiana,22,033,Central,30.5693593,-91.09694
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,East Feliciana Parish,Louisiana,22,037,Outlying,30.8458948,-91.0203224
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Iberville Parish,Louisiana,22,047,Central,30.2899179,-91.4048249
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Livingston Parish,Louisiana,22,063,Central,30.4340146,-90.6773046
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,Pointe Coupee Parish,Louisiana,22,077,Outlying,30.6102166,-91.5983959
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,St. Helena Parish,Louisiana,22,091,Outlying,30.8021866,-90.6773046
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,West Baton Rouge Parish,Louisiana,22,121,Central,30.4751202,-91.3276422
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,,,West Feliciana Parish,Louisiana,22,125,Outlying,30.8423123,-91.4048249
12980,,310,"Battle Creek, MI",Metropolitan Statistical Area,,"Kalamazoo-Battle Creek-Portage, MI",Calhoun County,Michigan,26,025,Central,42.2073905,-85.023346
13020,,474,"Bay City, MI",Metropolitan Statistical Area,,"Saginaw-Midland-Bay City, MI",Bay County,Michigan,26,017,Central,43.7109732,-84.0167423
13060,,288,"Bay City, TX",Micropolitan Statistical Area,,"Houston-The Woodlands, TX",Matagorda County,Texas,48,321,Central,28.8204837,-95.9832577
13100,,339,"Beatrice, NE",Micropolitan Statistical Area,,"Lincoln-Beatrice, NE",Gage County,Nebraska,31,067,Central,40.1989041,-96.663812
13140,,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,,,Hardin County,Texas,48,199,Outlying,30.364764,-94.315422
13140,,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,,,Jefferson County,Texas,48,245,Central,29.8165398,-94.1513764
13140,,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,,,Newton County,Texas,48,351,Outlying,30.9359604,-93.6623239
13140,,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,,,Orange County,Texas,48,361,Central,30.1484033,-93.8655303
